Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1767694335,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,115,0,2900.0,2773.6228735140608,626.6560830117669,3850.650999986101,731.1826086956522
1767694336,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,122,0,2900.0,2767.753427574835,626.6560830117669,3850.650999986101,731.188524590164
1767694337,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,122,0,2900.0,2767.753427574835,626.6560830117669,3850.650999986101,731.188524590164
1767694338,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,125,0,2900.0,2771.0638143052347,626.6560830117669,3850.650999986101,731.168
1767694339,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,131,0,2900.0,2772.4167127493247,626.6560830117669,3850.650999986101,731.1374045801526
1767694340,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,132,0,2900.0,2775.92220040264,626.6560830117669,3850.650999986101,731.1287878787879
1767694341,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,136,0,2900.0,2765.5493887586463,626.6560830117669,3850.650999986101,731.1544117647059
1767694342,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3600,3900,3900,3900,139,0,2900.0,2768.15349727462,626.6560830117669,3850.650999986101,731.1798561151079
1767694343,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,3900,3900,3900,141,0,2900.0,2779.3572691786485,626.6560830117669,3850.650999986101,731.1702127659574
1767694344,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,3900,3900,3900,145,0,2900.0,2788.9956815874784,626.6560830117669,3850.650999986101,731.2068965517242
1767694345,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,3900,3900,3900,149,0,2900.0,2793.462853155633,626.6560830117669,3850.650999986101,731.1946308724832
1767694346,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,3900,3900,3900,151,0,2900.0,2794.109312610451,626.6560830117669,3850.650999986101,731.205298013245
1767694347,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,3900,3900,3900,154,0,2900.0,2791.918223734919,626.6560830117669,3850.650999986101,731.1883116883117
1767694348,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,3900,3900,3900,157,0,2900.0,2794.342019886244,626.6560830117669,3850.650999986101,731.1783439490446
1767694349,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,3900,3900,3900,160,0,2900.0,2799.006818219823,626.6560830117669,3850.650999986101,731.19375
1767694350,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,3900,3900,3900,164,0,2900.0,2797.1868754950888,626.6560830117669,3850.650999986101,731.2012195121952
1767694351,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,3900,3900,3900,168,0,2900.0,2800.1786101142766,626.6560830117669,3850.650999986101,731.1785714285714
1767694352,10,,Aggregated,2.900000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,3900,3900,3900,169,0,2900.0,2802.890136332517,626.6560830117669,3850.650999986101,731.1775147928994
1767694353,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4000,4000,4000,172,0,2900.0,2807.325899460709,626.6560830117669,4047.1054580120835,731.1802325581396
1767694354,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4000,4000,4000,177,0,2900.0,2808.7071803121203,626.6560830117669,4047.1054580120835,731.1468926553672
1767694355,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4000,4000,4000,180,0,2900.0,2805.327463651419,626.6560830117669,4047.1054580120835,731.1666666666666
1767694356,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3400,3600,3900,4000,4000,4000,182,0,2900.0,2805.9409480288646,626.6560830117669,4047.1054580120835,731.1703296703297
1767694357,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3900,4000,4000,4000,187,0,2900.0,2804.3853623009995,626.6560830117669,4047.1054580120835,731.1711229946524
1767694358,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3900,4000,4000,4000,190,0,2900.0,2805.5600144751797,626.6560830117669,4047.1054580120835,731.1842105263158
1767694359,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3900,4000,4000,4000,192,0,2900.0,2799.8768691421296,626.6560830117669,4047.1054580120835,731.1770833333334
1767694360,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3900,4000,4000,4000,197,0,2900.0,2805.7888570266155,626.6560830117669,4047.1054580120835,731.1827411167512
1767694361,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4000,4000,4000,199,0,2900.0,2805.3415481619195,626.6560830117669,4047.1054580120835,731.1909547738693
1767694362,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,202,0,2900.0,2811.2808405606092,626.6560830117669,4047.1054580120835,731.1930693069307
1767694363,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,206,0,2900.0,2808.603992525463,626.6560830117669,4047.1054580120835,731.1796116504854
1767694364,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,209,0,2900.0,2812.089128001163,626.6560830117669,4047.1054580120835,731.1626794258373
1767694365,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,212,0,2900.0,2811.683550911389,626.6560830117669,4047.1054580120835,731.1698113207547
1767694366,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,216,0,2900.0,2808.2050135100735,626.6560830117669,4047.1054580120835,731.1574074074074
1767694367,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,219,0,2900.0,2811.0601012244156,626.6560830117669,4047.1054580120835,731.1506849315068
1767694368,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,219,0,2900.0,2811.0601012244156,626.6560830117669,4047.1054580120835,731.1506849315068
1767694369,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,224,0,2900.0,2815.957012835497,626.6560830117669,4047.1054580120835,731.1517857142857
1767694370,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,229,0,2900.0,2816.437342066006,626.6560830117669,4047.1054580120835,731.1572052401747
1767694371,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,229,0,2900.0,2816.437342066006,626.6560830117669,4047.1054580120835,731.1572052401747
1767694372,10,,Aggregated,3.500000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,234,0,2900.0,2810.686143162923,626.6560830117669,4047.1054580120835,731.1452991452992
1767694373,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,237,0,2900.0,2812.880433017421,626.6560830117669,4047.1054580120835,731.1645569620254
1767694374,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,239,0,2900.0,2817.40390829777,626.6560830117669,4047.1054580120835,731.163179916318
1767694375,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,244,0,2900.0,2819.1319743858853,626.6560830117669,4047.1054580120835,731.1803278688525
1767694376,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,248,0,2900.0,2816.3134862223806,626.6560830117669,4047.1054580120835,731.1895161290323
1767694377,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,249,0,2900.0,2817.449994643203,626.6560830117669,4047.1054580120835,731.1807228915662
1767694378,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,253,0,2900.0,2818.271501146932,626.6560830117669,4047.1054580120835,731.1660079051384
1767694379,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,258,0,2900.0,2821.766257744852,626.6560830117669,4047.1054580120835,731.1744186046511
1767694380,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,259,0,2900.0,2821.2474039504054,626.6560830117669,4047.1054580120835,731.1737451737451
1767694381,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,263,0,2900.0,2816.797719415062,626.6560830117669,4047.1054580120835,731.1749049429658
1767694382,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,265,0,2900.0,2815.12783662326,626.6560830117669,4047.1054580120835,731.177358490566
1767694383,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,268,0,2900.0,2819.9603981574096,626.6560830117669,4047.1054580120835,731.1604477611941
1767694384,10,,Aggregated,3.300000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,272,0,2900.0,2817.822546559375,626.6560830117669,4047.1054580120835,731.1691176470588
1767694385,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,275,0,2900.0,2820.082622720458,626.6560830117669,4047.1054580120835,731.1636363636363
1767694386,10,,Aggregated,3.100000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4000,4000,4000,278,0,2900.0,2821.2174656730786,626.6560830117669,4047.1054580120835,731.1798561151079
1767694387,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,283,0,2900.0,2818.5520743466413,626.6560830117669,4047.1054580120835,731.1660777385159
1767694388,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3400,3600,3700,4000,4000,4000,283,0,2900.0,2818.5520743466413,626.6560830117669,4047.1054580120835,731.1660777385159
1767694389,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4300,4300,4300,286,0,2900.0,2826.672153836104,626.6560830117669,4344.542916020146,731.1538461538462
1767694390,10,,Aggregated,3.400000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4300,4300,4300,292,0,2900.0,2830.3688692848145,626.6560830117669,4344.542916020146,731.1472602739726
1767694391,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4300,4300,4300,293,0,2900.0,2831.0650449288682,626.6560830117669,4344.542916020146,731.1365187713311
1767694392,10,,Aggregated,3.000000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4300,4300,4300,297,0,2900.0,2828.37586910164,626.6560830117669,4344.542916020146,731.1380471380471
1767694393,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3900,4300,4300,4300,299,0,2900.0,2828.762555455483,626.6560830117669,4344.542916020146,731.133779264214
1767694394,10,,Aggregated,3.200000,0.000000,2900,3000,3100,3200,3300,3500,3600,3700,4300,4300,4300,303,0,2900.0,2830.8001903108384,626.6560830117669,4344.542916020146,731.1419141914191
